source,destination,href,anchor,location,context,status,canonical
/work/cloud-cost-optimization-industrial-sme/,/contact/,/contact/,Contact,navigation,a mobile-nav-link mt-4 inline-block border border-accent px-8 py-3 font-body text-xl font-normal tracking-wide text-accent transition-all duration-300 translate-y-8 opacity-0 hover:bg-accent hover:text-bg-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/cloud-cost-optimization-industrial-sme/,/,/,Home,navigation,a breadcrumbs__link | nav breadcrumbs page-hero__breadcrumbs | div page-hero__content | div page-hero__container | section page-hero page-hero--has-image page-hero--inner | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/
/work/cloud-cost-optimization-industrial-sme/,/work/,/work/,Work,navigation,a breadcrumbs__link | nav breadcrumbs page-hero__breadcrumbs | div page-hero__content | div page-hero__container | section page-hero page-hero--has-image page-hero--inner | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/work/cloud-cost-optimization-industrial-sme/,/services/erp-software/,/services/erp-software/,ERP & Odoo Solutions,content,a case-hero__tag | div case-hero__tags | div page-hero__content | div page-hero__container | section page-hero page-hero--has-image page-hero--inner | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/erp-software/
/work/cloud-cost-optimization-industrial-sme/,/services/cloud-devops/,/services/cloud-devops/,Cloud & DevOps,content,a case-hero__tag | div case-hero__tags | div page-hero__content | div page-hero__container | section page-hero page-hero--has-image page-hero--inner | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/cloud-devops/
/work/cloud-cost-optimization-industrial-sme/,/services/ai-automation-agents/,/services/ai-automation-agents/,AI Automation & Agents,content,a case-hero__tag | div case-hero__tags | div page-hero__content | div page-hero__container | section page-hero page-hero--has-image page-hero--inner | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/ai-automation-agents/
/work/cloud-cost-optimization-industrial-sme/,/contact/,/contact/,Discuss Your Project,content,a btn btn--primary | div page-hero__actions | div page-hero__content | div page-hero__container | section page-hero page-hero--has-image page-hero--inner | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/cloud-cost-optimization-industrial-sme/,/work/,/work/,All Work,content,a btn btn--text | div page-hero__actions | div page-hero__content | div page-hero__container | section page-hero page-hero--has-image page-hero--inner | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/work/cloud-cost-optimization-industrial-sme/,/work/virtual-tours-ai-listings/,/work/virtual-tours-ai-listings/,Next Project 3D Virtual Tours & AI Property Listing Platform LuxeHomes Realty Network,content,a next-project__link | section next-project | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/virtual-tours-ai-listings/
/work/cloud-cost-optimization-industrial-sme/,/contact/,/contact/,Start a Conversation,card,a btn btn--primary | div cta-section__card | div cta-section__container site-container | section cta-section | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/cloud-cost-optimization-industrial-sme/,/,/,KP Infotech - Home,footer,a inline-block mb-6 | div footer-brand | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/
/work/cloud-cost-optimization-industrial-sme/,/services/custom-software-development/,/services/custom-software-development/,C u s t o m S o f t w a r e D e v e l o p m e n t,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/custom-software-development/
/work/cloud-cost-optimization-industrial-sme/,/services/business-automation/,/services/business-automation/,B u s i n e s s A u t o m a t i o n,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/business-automation/
/work/cloud-cost-optimization-industrial-sme/,/services/erp-software/,/services/erp-software/,E R P & O d o o S o l u t i o n s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/erp-software/
/work/cloud-cost-optimization-industrial-sme/,/services/ai-automation-agents/,/services/ai-automation-agents/,A I A u t o m a t i o n & A g e n t s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/ai-automation-agents/
/work/cloud-cost-optimization-industrial-sme/,/services/cloud-devops/,/services/cloud-devops/,C l o u d & D e v O p s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/cloud-devops/
/work/cloud-cost-optimization-industrial-sme/,/about/,/about/,A b o u t,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/about/
/work/cloud-cost-optimization-industrial-sme/,/work/,/work/,W o r k,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/work/cloud-cost-optimization-industrial-sme/,/careers/,/careers/,C a r e e r s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/careers/
/work/cloud-cost-optimization-industrial-sme/,/insights/,/insights/,I n s i g h t s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/insights/
/work/cloud-cost-optimization-industrial-sme/,/contact/,/contact/,C o n t a c t,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/cloud-cost-optimization-industrial-sme/,/industries/healthcare/,/industries/healthcare/,H e a l t h c a r e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/healthcare/
/work/cloud-cost-optimization-industrial-sme/,/industries/retail-ecommerce/,/industries/retail-ecommerce/,R e t a i l & E - c o m m e r c e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/retail-ecommerce/
/work/cloud-cost-optimization-industrial-sme/,/industries/manufacturing/,/industries/manufacturing/,M a n u f a c t u r i n g,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/manufacturing/
/work/cloud-cost-optimization-industrial-sme/,/industries/logistics/,/industries/logistics/,L o g i s t i c s & S u p p l y C h a i n,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/logistics/
/work/cloud-cost-optimization-industrial-sme/,/industries/finance/,/industries/finance/,F i n a n c e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/finance/
/work/cloud-cost-optimization-industrial-sme/,/industries/startups/,/industries/startups/,S t a r t u p s & S M E s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/startups/
/work/cloud-cost-optimization-industrial-sme/,/industries/real-estate/,/industries/real-estate/,R e a l E s t a t e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/real-estate/
/work/cloud-cost-optimization-industrial-sme/,/industries/education/,/industries/education/,E d u c a t i o n,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/education/
/work/cloud-cost-optimization-industrial-sme/,/privacy-policy/,/privacy-policy/,Privacy Policy,footer,a text-[var(--text-secondary)] hover:text-[var(--accent)] text-xs transition-colors duration-300 | nav flex items-center gap-6 | div flex flex-col md:flex-row md:items-center md:justify-between gap-4 | div mt-16 pt-8 border-t border-[var(--border)] | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/privacy-policy/
/work/cloud-cost-optimization-industrial-sme/,/terms-of-service/,/terms-of-service/,Terms of Service,footer,a text-[var(--text-secondary)] hover:text-[var(--accent)] text-xs transition-colors duration-300 | nav flex items-center gap-6 | div flex flex-col md:flex-row md:items-center md:justify-between gap-4 | div mt-16 pt-8 border-t border-[var(--border)] | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/terms-of-service/
